Title;id;adult;backdrop_path;belongs_to_collection;budget;genres;homepage;original_language;original_title;overview;popularity;poster_path;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;video;vote_average;vote_count
Plan B;743599.0;False;/122WPSRKHjMScqESFYmaYDIYmTL.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}];https://www.hulu.com/movie/plan-b-c110016a-bfc4-4cff-957b-811c0d0faac1;en;Plan B;After a regrettable first sexual encounter, a straight-laced high school student and her slacker best friend have 24 hours to hunt down a Plan B pill in America's heartland.;12.295;/fYWWORzYJrs6qXUO4JeRll2zdAZ.jpg;[{'id': 8533, 'logo_path': '/5jxaT7zoJKtnwqxniiJ9iJLsJru.png', 'name': 'LD Entertainment', 'origin_country': 'US'}, {'id': 112397, 'logo_path': '/rFyhrN607SUIlQ7wyH8lQOemqz3.png', 'name': 'American High', 'origin_country': 'US'}, {'id': 153809, 'logo_path': None, 'name': 'Counterbalance Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-18;0.0;107.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;The morning after is just the beginning.;False;6.409;44.0
Changing the Game;597593.0;False;/b24dwtXyfj0uUE9P5zKtcP38r44.jpg;;0.0;[{'id': 99, 'name': 'Documentary'}];https://www.hulu.com/movie/changing-the-game-71bcd7f5-63b4-485c-b4ee-ed41517484d1;en;Changing the Game;Transgender high school athletes from across the country compete at the top of their fields, while also challenging the boundaries and perceptions of fairness and discrimination.;1.696;/86IJsrApXz9gvIfpkqGLqJ4OeGW.jpg;[{'id': 89960, 'logo_path': None, 'name': 'SuperFilms!', 'origin_country': ''}, {'id': 92472, 'logo_path': None, 'name': 'Foton Pictures', 'origin_country': ''}, {'id': 117559, 'logo_path': None, 'name': 'Glanzrock Productions', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-04-26;0.0;88.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;5.429;7.0
Spirit Untamed;637693.0;False;/jtFy2m7CvOVTYoNTY9arN8DVHFi.jpg;{'id': 806483, 'name': 'Spirit Collection', 'poster_path': '/6UxQHEriQV0fBO0Byno4uRlC0u8.jpg', 'backdrop_path': '/gB3Nr30Mhnnj8ra0PgyFiU3f7Kt.jpg'};30000000.0;[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}];http://www.dreamworks.com/movies/spirit-untamed;en;Spirit Untamed;Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.;99.837;/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg;[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-05-20;17635215.0;88.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Adventure awaits.;False;7.424;419.0
The Conjuring: The Devil Made Me Do It;423108.0;False;/qi6Edc1OPcyENecGtz8TF0DUr9e.jpg;{'id': 313086, 'name': 'The Conjuring Collection', 'poster_path': '/z5VKhNSQKQyxm0co68HAkCqHnmX.jpg', 'backdrop_path': '/kHZaX0vuhZdbuq0WKU3BpA9WIQ0.jpg'};39000000.0;[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];http://www.theconjuringmovie.net;en;The Conjuring: The Devil Made Me Do It;Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.;262.245;/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg;[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11565, 'logo_path': None, 'name': 'The Safran Company', 'origin_country': 'US'}, {'id': 76907, 'logo_path': '/hGW1a2skOGoCjK9i7jmLMJjxI7B.png', 'name': 'Atomic Monster', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-05-25;201000000.0;111.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}];Released;The demonic case that shocked America.;False;7.569;4780.0
Gully;514995.0;False;/50kyTkY0ThpptlZfrOdXqEEvmfY.jpg;;0.0;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}];;en;Gully;A slightly dystopian vision of LA, we follow three disaffected teenagers, Jessie, Calvin and Nicky, all victims of extreme childhoods, running supreme hedonistic riot as they try to work out a way in life.;13.528;/aYvlI7wn0nXAnqTcVEeJxheOrKH.jpg;[{'id': 101339, 'logo_path': '/z6DzfKujoMRgiXAseuG9WphOGs7.png', 'name': 'Romulus Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-04;0.0;81.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;5.1;30.0
Flashback;522406.0;False;/7rnJpyHxNloqjLiRoLVnR4VzHyg.jpg;;0.0;[{'id': 53, 'name': 'Thriller'}];;en;Flashback;Frederick Fitzell is living his best life—until he starts having horrific visions of Cindy, a girl who vanished in high school. After reaching out to old friends with whom he used to take a mystery drug called Mercury, Fredrick realizes the only way to stop the visions lies deep within his own memories, so he embarks on a terrifying mental odyssey to learn the truth.;46.112;/z8DPeAno9IT47gCQBrKqJ9czUyI.jpg;[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 3604, 'logo_path': '/jC6Hk3ZyNRlVPJsA0xGlAhgd2RP.png', 'name': 'Grindstone Entertainment Group', 'origin_country': 'US'}, {'id': 20277, 'logo_path': '/aomeUwZLIBjGXHfuZq7HTVk7UNb.png', 'name': 'Protagonist Pictures', 'origin_country': 'GB'}, {'id': 24195, 'logo_path': None, 'name': 'Resolute Films and Entertainment', 'origin_country': 'CA'}, {'id': 104213, 'logo_path': '/iavYBtwebxgRYZgo4dmw46RoUIU.png', 'name': 'Addictive Pictures', 'origin_country': 'US'}, {'id': 140607, 'logo_path': None, 'name': 'Trinity Media Financing', 'origin_country': 'LU'}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-08;26747.0;97.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;In the blink of an eye your life can turn upside down;False;6.386;219.0
Under the Stadium Lights;813858.0;False;/o3hXJMhb4vAbIPyyrqKs1Jdh5uA.jpg;;0.0;[{'id': 18, 'name': 'Drama'}];;en;Under the Stadium Lights;After a crushing defeat ended their prior season, everyone counted the Abilene Eagles out of title contention. Facing doubts and personal challenges both on and off the field, it takes the guidance of their team chaplain and a surrogate father figure for the players to realize what they can achieve when they stand united.;3.499;/gSxVt7yW4s8lqnGCCXDGJT2UxMZ.jpg;[{'id': 76992, 'logo_path': '/mw3j3P8SUQJKLSJQrLKuSDO9Xr6.png', 'name': 'Saban Films', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-04;0.0;109.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Because life gives you interceptions.;False;7.7;10.0
Grace and Grit;347616.0;False;/jHcn85pI9YvIjaCUwfudmBwASO.jpg;;6000000.0;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];;en;Grace and Grit;The true love story of iconic philosopher Ken Wilber and his wife Treya in 1980s California as they fall madly in love and are faced with illness and challenges that threaten to tear them apart.;7.073;/49z8Ck6SPcJuuqbkLctDVlAutzG.jpg;[{'id': 45116, 'logo_path': None, 'name': 'Greenlight Pictures', 'origin_country': ''}, {'id': 63611, 'logo_path': '/bHPC39cG5aAcuFnViWmRD59gzZ8.png', 'name': 'ETA films', 'origin_country': 'US'}, {'id': 117078, 'logo_path': '/hGoY5Bssr5aXeBmBrMCGUQFAp41.png', 'name': 'Skyline Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-04;0.0;111.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Love knows no boundaries;False;5.333;3.0
Awake;615658.0;False;/3RMbkXS4ocMmoJyAD3ZsWbm32Kx.jpg;;0.0;[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];https://www.netflix.com/title/81040362;en;Awake;After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.;77.272;/uZkNbB8isWXHMDNoIbqXvmslBMC.jpg;[{'id': 8147, 'logo_path': '/q6HOAdSNgCbeOqwoMVRc6REgbXF.png', 'name': 'Entertainment One', 'origin_country': 'CA'}, {'id': 23596, 'logo_path': None, 'name': 'Paul Schiff Productions', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-09;0.0;96.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Disorientation. Hallucinations. Hysteria. Sleep is survival.;False;5.972;885.0
In the Heights;467909.0;False;/uEJuqp08dH6IQwZJGASlPZOXqKu.jpg;;55000000.0;[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}];https://www.warnerbros.com/movies/heights;en;In the Heights;The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.;20.817;/RO4KoJyoQMQzh9z76d4v4FJMmJ.jpg;[{'id': 1785, 'logo_path': '/wT6aIkuQTNuq8XFoDGACK8EyR6w.png', 'name': 'Likely Story', 'origin_country': 'US'}, {'id': 122645, 'logo_path': None, 'name': '5000 Broadway Productions', 'origin_country': 'US'}, {'id': 150841, 'logo_path': None, 'name': 'SGS Pictures', 'origin_country': 'US'}, {'id': 150842, 'logo_path': None, 'name': 'Barrio Grrrl!', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-10;43000000.0;143.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;The time has come.;False;7.279;539.0
Infinite;581726.0;False;/wjQXZTlFM3PVEUmKf1sUajjygqT.jpg;;0.0;[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];https://www.paramountplus.com/movies/infinite/gkYk2Ju73QiIYX8TrooFblbsaUfPugRz/;en;Infinite;Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.;125.173;/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg;[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 435, 'logo_path': '/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png', 'name': 'Di Bonaventura Pictures', 'origin_country': 'US'}, {'id': 8537, 'logo_path': None, 'name': 'Closest to the Hole Productions', 'origin_country': 'US'}, {'id': 119509, 'logo_path': None, 'name': 'Leverage Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-09-09;0.0;106.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Many lives. Unlimited potential.;False;6.692;1252.0
Peter Rabbit 2: The Runaway;522478.0;False;/5HjzYTihkH7EvOWSE7KcsF6pBMM.jpg;{'id': 595693, 'name': 'Peter Rabbit Collection', 'poster_path': '/vE4t3ULX3dP6o7Y2Pnf9sReYTqu.jpg', 'backdrop_path': '/62W2l6HduDpiXyg4kRLYBGmV7SV.jpg'};45000000.0;[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}];https://www.peterrabbit-movie.com/;en;Peter Rabbit 2: The Runaway;Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.;97.099;/cycDz68DtTjJrDJ1fV8EBq2Xdpb.jpg;[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2531, 'logo_path': '/dIJy96UqADJ1IxZdaRUxLvlWe4Y.png', 'name': 'MRC', 'origin_country': 'US'}, {'id': 7291, 'logo_path': '/eo8YnSO7wpUHVEprnMDOUcalhFD.png', 'name': 'Olive Bridge Entertainment', 'origin_country': 'US'}, {'id': 8089, 'logo_path': '/kEUAzsG2hZcCV7rmSCozgLhGWaa.png', 'name': 'Animal Logic', 'origin_country': 'AU'}, {'id': 84792, 'logo_path': None, 'name': '2.0 Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2021-03-25;153000000.0;93.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;The garden was just the beginning.;False;7.2;624.0
Wish Dragon;550205.0;False;/4kIRrW1AlHP5Idne8CPHeQt8nR5.jpg;;0.0;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}];;en;Wish Dragon;Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.;117.182;/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg;[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/6l16UFSkZ1oPpyBYaILgffFZlTc.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 81620, 'logo_path': '/gNp4dfuBOXmVWdGKb63NfbFNbFi.png', 'name': 'Tencent Pictures', 'origin_country': 'CN'}, {'id': 107790, 'logo_path': None, 'name': 'Flagship Entertainment Group', 'origin_country': 'CN'}, {'id': 109148, 'logo_path': None, 'name': 'Beijing Sparkle Roll Media Corporation', 'origin_country': 'CN'}, {'id': 121604, 'logo_path': '/sdt19ueRoZiJMZ3niK09r9MSF2s.png', 'name': 'Base FX', 'origin_country': 'CN'}];[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2021-01-15;25860000.0;99.0;[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Three magical wishes. One life changing adventure.;False;8.029;1001.0
The Misfits;581644.0;False;/6FzuNrApEc71aJ3CwwkpadbNled.jpg;;0.0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];;en;The Misfits;After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.;67.042;/dPOyYnCkRbWAEem85N3VFpQODf5.jpg;[{'id': 17888, 'logo_path': None, 'name': 'Kjam Media', 'origin_country': 'US'}, {'id': 76991, 'logo_path': '/pQjdvbv4y9yuIDSHDEHc9ijJKaS.png', 'name': 'Highland Film Group', 'origin_country': 'US'}, {'id': 138073, 'logo_path': None, 'name': 'FilmGate Productions', 'origin_country': ''}, {'id': 170618, 'logo_path': None, 'name': 'RNG Entertainment', 'origin_country': ''}];[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-03;0.0;94.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;They're not bad guys. They just steal from them.;False;5.541;305.0
12 Mighty Orphans;625169.0;False;/7fJoKNpWocLAGbXm0gD02zd9Yj0.jpg;;0.0;[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}];http://12mightyorphans.com;en;12 Mighty Orphans;Haunted by his mysterious past, a devoted high school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way.;21.97;/aIY2QF211NLB1AOjZPFImusCLI1.jpg;[{'id': 58, 'logo_path': '/voYCwlBHJQANtjvm5MNIkCF1dDH.png', 'name': 'Sony Pictures Classics', 'origin_country': 'US'}, {'id': 114123, 'logo_path': '/9lkfXM5BjZkOGLXXEb8ZtehbO0q.png', 'name': 'Santa Rita Film Co.', 'origin_country': 'US'}, {'id': 122217, 'logo_path': None, 'name': 'Greenbelt Films', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-18;3615193.0;118.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Based on the true story of the team that inspired a nation.;False;7.492;119.0
The House Next Door: Meet the Blacks 2;583116.0;False;/uzCgwCC6jW7vlpaOCWZCkUbqFWR.jpg;{'id': 826725, 'name': 'Meet the Blacks Collection', 'poster_path': '/83G9rQeNLTnNvRO4Ln7SKFmMGQV.jpg', 'backdrop_path': None};0.0;[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}];https://thehousenextdoor.movie/;en;The House Next Door: Meet the Blacks 2;Bestselling author Carl Black moves his family back to his childhood home, he must team up with oddball neighbors to do battle with a pimp, who may or may not be an actual vampire.;8.026;/Yo3wwbzlKLgzH7Wd8YZniNYC24.jpg;[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 102809, 'logo_path': None, 'name': 'Hidden Empire Film Group', 'origin_country': ''}, {'id': 115002, 'logo_path': None, 'name': 'Naptown Productions', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-11;2893660.0;97.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;5.906;32.0
Queen Bees;553592.0;False;/jWl5QsescqalYrp4pD6PFzzB9FD.jpg;;0.0;[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}];;en;Queen Bees;Helen is an independent widow who moves into the Pine Grove Senior Community and discovers it’s just like high school – full of cliques and flirtatious suitors. What she initially avoids leads her to exactly what she has been missing: new friendships and a chance at love again with newcomer Dan.;7.006;/peYRpielBbRHMGNYJnWyCsG7apA.jpg;[{'id': 6831, 'logo_path': '/fWSI4EjIDEEzCNJC8OTPX9Pdbxv.png', 'name': 'Big Indie Pictures', 'origin_country': 'US'}, {'id': 44632, 'logo_path': '/neCKH4sJCBhZ1B4QocTM4VXCQOR.png', 'name': 'Gravitas Ventures', 'origin_country': 'US'}, {'id': 106405, 'logo_path': '/loAbuz9SPCa9rrDPskWBOQ6rJlI.png', 'name': 'Astute Films', 'origin_country': 'US'}];[];2021-06-11;0.0;101.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;A comedy about the young at heart.;False;6.375;28.0
DOMINO: Battle of the Bones;839017.0;False;/50fYmJqibl5jJWW6GJihMxBzxi4.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}];;en;Domino: Battle of the Bones;Hoping to reclaim his former glory, a fallen dominoes champion recruits his step grandson to help him win an off-the-wall tournament.;1.318;/v3w9iNafJQXrI608TA6JliCoics.jpg;[];[];2021-06-11;0.0;110.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Whoop. Some. Ass.;False;0.0;0.0
Hitman's Wife's Bodyguard;522931.0;False;/zSLD94ofBzMShLgWcbeEfTa5zJ7.jpg;"{'id': 608101, 'name': ""The Hitman's Bodyguard Collection"", 'poster_path': '/7LSrP9MURgzqHFFzcQ8jndUasaF.jpg', 'backdrop_path': '/8FgE8oDOkldI9iAM6FxcByIlROz.jpg'}";70000000.0;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}];https://www.thehitmanswifesbodyguard.movie;en;Hitman's Wife's Bodyguard;The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.;69.469;/6zwGWDpY8Zu0L6W4SYWERBR8Msw.jpg;[{'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 74795, 'logo_path': '/vcCcVEglw9nVcYeZf6xZzA4s1O3.png', 'name': 'Nu Boyana Film Studios', 'origin_country': 'BG'}, {'id': 142361, 'logo_path': None, 'name': 'Millennium Media', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-14;70060492.0;117.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}];Released;Killer threesome.;False;6.743;1680.0
Luca;508943.0;False;/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg;;200000000.0;[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];https://www.disneyplus.com/movies/luca/7K1HyQ6Hl16P;en;Luca;Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.;229.756;/8tABCBpzu3mZbzMB3sRzMEHEvJi.jpg;[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-17;49010641.0;95.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}];Released;;False;7.911;6850.0
Fatherhood;607259.0;False;/miOnymJ0dN2psWBB8Vleo3fUyrc.jpg;;0.0;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}];https://www.netflix.com/title/81435227;en;Fatherhood;A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.;64.961;/pR2fzm82fl0giommpo310LBOMbV.jpg;[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 12292, 'logo_path': '/4GQTeqos2luopEtp3OgMQYusQ5c.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/qDefkdnsYMSHpNa7QgBfB4c1GXD.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 40268, 'logo_path': '/shdAxUj8uF6exNLrF0kSqYVxCzG.png', 'name': 'HartBeat Productions', 'origin_country': 'US'}, {'id': 57743, 'logo_path': '/fon2TaTj6WU8kVfAmlHsvpPdt2p.png', 'name': 'Free Association', 'origin_country': 'US'}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-18;0.0;109.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;In it, together.;False;7.586;1104.0
The Birthday Cake;624481.0;False;/1eKFWBEGYfAvcMf4Lr8SvmOjaXP.jpg;;0.0;[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];http://thebirthdaycakemovie.com/;en;The Birthday Cake;On the 10th anniversary of his father's death, Giovanni reluctantly accepts the task of bringing a cake to the home of his uncle, a mob boss, for a celebration. Just two hours into the night, Gio's life is forever changed.;7.255;/kI3lTv3f24Fzl2kD0sYVCvCOZh2.jpg;[{'id': 6353, 'logo_path': '/7Fs0fMLWrPUaM3H0PK4hbnuEE1g.png', 'name': 'Screen Media Films', 'origin_country': 'US'}, {'id': 65649, 'logo_path': '/tXTuZTEcYYB1hIyAAwDyhZE0f7c.png', 'name': 'SSS Entertainment', 'origin_country': 'US'}, {'id': 92472, 'logo_path': None, 'name': 'Foton Pictures', 'origin_country': ''}, {'id': 138792, 'logo_path': None, 'name': 'Purpose Films', 'origin_country': ''}, {'id': 151520, 'logo_path': None, 'name': 'Artemis', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-18;0.0;93.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Revenge never tasted so sweet;False;5.922;32.0
Rita Moreno: Just a Girl Who Decided to Go for It;776526.0;False;/nxgBUAnBJ2K2Cn4aVOkz2qrZg19.jpg;;0.0;[{'id': 99, 'name': 'Documentary'}];;en;Rita Moreno: Just a Girl Who Decided to Go for It;Rita Moreno defied both her humble upbringing and relentless racism to become one of a select group who have won an Emmy, Grammy, Oscar and Tony Award. Over a seventy year career, she has paved the way for Hispanic-American performers by refusing to be pigeonholed into one-dimensional stereotypes.;3.739;/gWZsBiQtmxN94hXdXfo0PfMMJzT.jpg;[{'id': 56485, 'logo_path': '/t0M92JDUfcICcOB46NHxEOhK1FS.png', 'name': 'Act III Productions', 'origin_country': 'US'}, {'id': 66478, 'logo_path': '/u7WmMkfo9MqsqfD5cuDAbd0u1qY.png', 'name': 'Artemis Rising', 'origin_country': 'US'}, {'id': 80931, 'logo_path': None, 'name': 'Maramara Films', 'origin_country': ''}, {'id': 99614, 'logo_path': '/gXrb4q4TqBHCYEvjRa16WOE9NRs.png', 'name': 'American Masters Pictures', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2021-06-18;0.0;90.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;7.1;5.0
